hash_order_id,order_created_at,hash_placement_id,order_status_code,order_status_code_changed_at,GMV,reward_author,,
35135AAA6CC23891B40CB3F378C53A17A1127210CE60E125CCF03EFCFDAEC458,2025-02-04 17:00:00+03:00,,3,2025-02-04 19:00:00+03:00,1545.0,232.0,,
624B60C58C9D8BFB6FF1886C2FD605D2ADEB6EA4DA576068201B6C6958CE93F4,2025-02-04 18:00:00+03:00,,3,2025-02-04 19:00:00+03:00,1545.0,232.0,,
EB1E33E8A81B697B75855AF6BFCDBCBF7CBBDE9F94962CEAEC1ED8AF21F5A50F,2025-02-04 19:00:00+03:00,,5,2025-02-22 12:00:00+03:00,3956.0,396.0,,
E29C9C180C6279B0B02ABD6A1801C7C04082CF486EC027AA13515E4F3884BB6B,2025-02-12 07:00:00+03:00,,5,2025-03-06 14:00:00+03:00,1201.0,601.0,,
C6F3AC57944A531490CD39902D0F777715FD005EFAC9A30622D5F5205E7F6894,2025-02-14 21:00:00+03:00,,5,2025-03-04 13:00:00+03:00,6074.0,3037.0,,
86E50149658661312A9E0B35558D84F6C6D3DA797F552A9657FE0558CA40CDEF,2025-02-15 14:00:00+03:00,,5,2025-03-05 12:00:00+03:00,6935.0,3467.0,,
9F14025AF0065B30E47E23EBB3B491D39AE8ED17D33739E5FF3827FFB3634953,2025-02-15 19:00:00+03:00,,5,2025-03-03 19:00:00+03:00,6935.0,3467.0,,
76A50887D8F1C2E9301755428990AD81479EE21C25B43215CF524541E0503269,2025-02-19 11:00:00+03:00,,5,2025-03-06 21:00:00+03:00,3620.0,1810.0,,
7A61B53701BEFDAE0EEEFFAECC73F14E20B537BB0F8B91AD7C2936DC63562B25,2025-02-19 13:00:00+03:00,,5,2025-03-15 21:00:00+03:00,1201.0,601.0,,
AEA92132C4CBEB263E6AC2BF6C183B5D81737F179F21EFDC5863739672F0F470,2025-02-19 18:00:00+03:00,,5,2025-03-08 16:00:00+03:00,1201.0,601.0,,
0B918943DF0962BC7A1824C0555A389347B4FEBDC7CF9D1254406D80CE44E3F9,2025-02-20 19:00:00+03:00,,3,2025-02-21 10:00:00+03:00,1459.0,219.0,,
D59ECED1DED07F84C145592F65BDF854358E009C5CD705F5215BF18697FED103,2025-02-21 00:00:00+03:00,,5,2025-03-08 21:00:00+03:00,3543.0,1063.0,,
3D914F9348C9CC0FF8A79716700B9FCD4D2F3E711608004EB8F138BCBA7F14D9,2025-02-21 09:00:00+03:00,,5,2025-03-13 13:00:00+03:00,3543.0,1063.0,,
73475CB40A568E8DA8A045CED110137E159F890AC4DA883B6B17DC651B3A8049,2025-02-21 10:00:00+03:00,,3,2025-02-21 12:00:00+03:00,2152.0,258.0,,
44CB730C420480A0477B505AE68AF508FB90F96CF0EC54C6AD16949DD427F13A,2025-02-21 11:00:00+03:00,,3,2025-02-21 13:00:00+03:00,2152.0,258.0,,
71EE45A3C0DB9A9865F7313DD3372CF60DCA6479D46261F3542EB9346E4A04D6,2025-02-21 11:00:00+03:00,,3,2025-02-21 13:00:00+03:00,2419.0,242.0,,
811786AD1AE74ADFDD20DD0372ABAAEBC6246E343AEBD01DA0BFC4C02BF0106C,2025-02-21 12:00:00+03:00,,5,2025-03-11 01:00:00+03:00,4305.0,517.0,,
25FC0E7096FC653718202DC30B0C580B8AB87EAC11A700CBA03A7C021BC35B0C,2025-02-21 12:00:00+03:00,,5,2025-03-10 22:00:00+03:00,4839.0,484.0,,
31489056E0916D59FE3ADD79E63F095AF3FFB81604691F21CAD442A85C7BE617,2025-02-21 15:00:00+03:00,,5,2025-03-08 21:00:00+03:00,2682.0,483.0,,
98010BD9270F9B100B6214A21754FD33BDC8D41B2BC9F9DD16FF54D3C34FFD71,2025-02-21 19:00:00+03:00,,5,2025-03-15 13:00:00+03:00,1679.0,168.0,,
0E17DACA5F3E175F448BACACE3BC0DA47D0655A74C8DD0DC497A3AFBDAD95F1F,2025-02-23 10:00:00+03:00,,5,2025-03-13 14:00:00+03:00,5123.0,512.0,,
1A6562590EF19D1045D06C4055742D38288E9E6DCD71CCDE5CEE80F1D5A774EB,2025-02-23 11:00:00+03:00,,5,2025-03-11 19:00:00+03:00,4240.0,2120.0,,
031B4AF5197EC30A926F48CF40E11A7DBC470048A21E4003B7A3C07C5DAB1BAA,2025-02-23 13:00:00+03:00,,5,2025-03-11 14:00:00+03:00,1502.0,300.0,,
41CFC0D1F2D127B04555B7246D84019B4D27710A3F3AFF6E7764375B1E06E05D,2025-02-24 10:00:00+03:00,,3,2025-02-24 12:00:00+03:00,2066.0,207.0,,
2858DCD1057D3EAE7F7D5F782167E24B61153C01551450A628CEE722509F6529,2025-02-24 12:00:00+03:00,,5,2025-03-13 18:00:00+03:00,3186.0,319.0,,
2FCA346DB656187102CE806AC732E06A62DF0DBB2829E511A770556D398E1A6E,2025-02-24 16:00:00+03:00,,5,2025-03-11 21:00:00+03:00,2419.0,242.0,,
02D20BBD7E394AD5999A4CEBABAC9619732C343A4CAC99470C03E23BA2BDC2BC,2025-02-24 17:00:00+03:00,,5,2025-03-13 18:00:00+03:00,1373.0,275.0,,
7688B6EF52555962D008FFF894223582C484517CEA7DA49EE67800ADC7FC8866,2025-02-24 18:00:00+03:00,,5,2025-03-11 21:00:00+03:00,3186.0,319.0,,
C837649CCE43F2729138E72CC315207057AC82599A59BE72765A477F22D14A54,2025-02-25 10:00:00+03:00,,5,2025-03-13 18:00:00+03:00,2626.0,263.0,,
6208EF0F7750C111548CF90B6EA1D0D0A66F6BFF40DBEF07CB45EC436263C7D6,2025-02-25 11:00:00+03:00,,3,2025-02-25 13:00:00+03:00,3186.0,319.0,,
3E1E967E9B793E908F8EAE83C74DBA9BCCCCE6A5535B4B462BD9994537BFE15C,2025-02-25 12:00:00+03:00,,3,2025-02-25 14:00:00+03:00,3186.0,319.0,,
39FA9EC190EEE7B6F4DFF1100D6343E10918D044C75EAC8F9E9A2596173F80C9,2025-02-25 14:00:00+03:00,,3,2025-02-25 16:00:00+03:00,1373.0,275.0,,
D029FA3A95E174A19934857F535EB9427D967218A36EA014B70AD704BC6C8D1C,2025-02-27 20:00:00+03:00,,5,2025-03-14 16:00:00+03:00,3926.0,1963.0,,
81B8A03F97E8787C53FE1A86BDA042B6F0DE9B0EC9C09357E107C99BA4D6948A,2025-02-27 21:00:00+03:00,,5,2025-03-18 22:00:00+03:00,3926.0,1963.0,,
DA4EA2A5506F2693EAE190D9360A1F31793C98A1ADADE51D93533A6F520ACE1C,2025-02-27 22:00:00+03:00,,5,2025-03-14 16:00:00+03:00,3926.0,1963.0,,
A68B412C4282555F15546CF6E1FC42893B7E07F271557CEB021821098DD66C1B,2025-02-28 00:00:00+03:00,,5,2025-03-24 17:00:00+03:00,3926.0,1963.0,,
108C995B953C8A35561103E2014CF828EB654A99E310F87FAB94C2F4B7D2A04F,2025-02-28 08:00:00+03:00,,5,2025-03-16 12:00:00+03:00,3926.0,1963.0,,
3ADA92F28B4CEDA38562EBF047C6FF05400D4C572352A1142EEDFEF67D21E662,2025-02-28 15:00:00+03:00,,5,2025-03-15 18:00:00+03:00,3926.0,1963.0,,
49D180ECF56132819571BF39D9B7B342522A2AC6D23C1418D3338251BFE469C8,2025-02-28 19:00:00+03:00,,3,2025-02-28 21:00:00+03:00,430.0,108.0,,
A21855DA08CB102D1D217C53DC5824A3A795C1C1A44E971BF01AB9DA3A2ACBBF,2025-03-01 22:00:00+03:00,,5,2025-03-18 22:00:00+03:00,3594.0,1797.0,,
C75CB66AE28D8EBC6EDED002C28A8BA0D06D3A78C6B5CBF9B2ADE051F0775AC4,2025-03-01 22:00:00+03:00,,5,2025-03-23 13:00:00+03:00,2277.0,1139.0,,
FF5A1AE012AFA5D4C889C50AD427AAF545D31A4FAC04FFC1C4D03D403BA4250A,2025-03-02 12:00:00+03:00,,5,2025-03-18 19:00:00+03:00,3913.0,1174.0,,
7F2253D7E228B22A08BDA1F09C516F6FEAD81DF6536EB02FA991A34BB38D9BE8,2025-03-02 21:00:00+03:00,,3,2025-03-02 22:00:00+03:00,1860.0,465.0,,
8722616204217EDDB39E7DF969E0698AED8E599BA62ED2DE1CE49B03ADE0FEDE,2025-03-02 21:00:00+03:00,,5,2025-03-20 19:00:00+03:00,2510.0,1255.0,,
96061E92F58E4BDCDEE73DF36183FE3AC64747C81C26F6C83AADA8D2AABB1864,2025-03-03 10:00:00+03:00,,5,2025-03-18 14:00:00+03:00,3056.0,1528.0,,
EB624DBE56EB6620AE62080C10A273CAB73AE8ECA98AB17B731446A31C79393A,2025-03-05 11:00:00+03:00,,5,2025-03-21 12:00:00+03:00,3276.0,1638.0,,
F369CB89FC627E668987007D121ED1EACDC01DB9E28F8BB26F358B7D8C4F08AC,2025-03-05 11:00:00+03:00,,3,2025-03-10 21:00:00+03:00,426.0,107.0,,
F74EFABEF12EA619E30B79BDDEF89CFFA9DDA494761681CA862CFF2871A85980,2025-03-05 11:00:00+03:00,,3,2025-03-10 20:00:00+03:00,1545.0,155.0,,
A88A7902CB4EF697BA0B6759C50E8C10297FF58F942243DE19B984841BFE1F73,2025-03-05 19:00:00+03:00,,5,2025-03-25 20:00:00+03:00,7103.0,710.0,,
349C41201B62DB851192665C504B350FF98C6B45FB62A8A2161F78B6534D8DE9,2025-03-05 21:00:00+03:00,,5,2025-03-24 22:00:00+03:00,3556.0,1778.0,,
98A3AB7C340E8A033E7B37B6EF9428751581760AF67BBAB2B9E05D4964A8874A,2025-03-06 03:00:00+03:00,,5,2025-03-27 13:00:00+03:00,2699.0,270.0,,
48449A14A4FF7D79BB7A1B6F3D488EBA397C36EF25634C111B49BAF362511AFC,2025-03-06 07:00:00+03:00,,5,2025-03-23 12:00:00+03:00,5312.0,1594.0,,
5316CA1C5DDCA8E6CECCFCE58F3B8540E540EE22F6180FB89492904051B3D531,2025-03-06 10:00:00+03:00,,3,2025-03-11 17:00:00+03:00,6888.0,1722.0,,
A46E37632FA6CA51A13FE39A567B3C23B28C2F47D8AF6BE9BD63E030E214BA38,2025-03-06 12:00:00+03:00,,5,2025-03-23 18:00:00+03:00,8265.0,2066.0,,
BBB965AB0C80D6538CF2184BABAD2A564A010376712012BD07B0AF92DCD3097D,2025-03-06 17:00:00+03:00,,5,2025-03-22 19:00:00+03:00,6362.0,1591.0,,
44C8031CB036A7350D8B9B8603AF662A4B9CDBD2F96E8D5DE5AF435C9C35DA69,2025-03-06 20:00:00+03:00,,3,2025-03-06 22:00:00+03:00,3685.0,1842.0,,
B4944C6FF08DC6F43DA2E9C824669B7D927DD1FA976FADC7B456881F51BF5CCC,2025-03-07 09:00:00+03:00,,5,2025-03-22 16:00:00+03:00,2277.0,228.0,,
434C9B5AE514646BBD91B50032CA579EFEC8F22BF0B4AAC12E65997C418E0DD6,2025-03-07 13:00:00+03:00,,5,2025-03-23 20:00:00+03:00,3633.0,1090.0,,
BDD2D3AF3A5A1213497D4F1F7BFCDA898274FE9CB5401BBC0190885664708FC2,2025-03-07 18:00:00+03:00,,5,2025-03-27 17:00:00+03:00,2325.0,1162.0,,
8B940BE7FB78AAA6B6567DD7A3987996947460DF1C668E698EB92CA77E425349,2025-03-07 19:00:00+03:00,,5,2025-03-22 21:00:00+03:00,1326.0,133.0,,
CD70BEA023F752A0564ABB6ED08D42C1440F2E33E29914E55E0BE1595E24F45A,2025-03-07 23:00:00+03:00,,3,2025-03-08 01:00:00+03:00,1588.0,238.0,,
69F59C273B6E669AC32A6DD5E1B2CB63333D8B004F9696447AEE2D422CE63763,2025-03-08 06:00:00+03:00,,5,2025-04-06 17:00:00+03:00,4895.0,1468.0,,
1DA51B8D8FF98F6A48F80AE79FE3CA6C26E1ABB7B7D125259255D6D2B875EA08,2025-03-08 11:00:00+03:00,,5,2025-03-24 14:00:00+03:00,1916.0,479.0,,
8241649609F88CCD2A0A5B233A07A538EC313FF6ADF695AA44A969DBCA39F67D,2025-03-08 12:00:00+03:00,,5,2025-03-27 15:00:00+03:00,3909.0,1173.0,,
6E4001871C0CF27C7634EF1DC478408F642410FD3A444E2A88E301F5C4A35A4D,2025-03-08 17:00:00+03:00,,5,2025-03-23 20:00:00+03:00,2639.0,660.0,,
E3D6C4D4599E00882384CA981EE287ED961FA5F3828E2ADB5E9EA890AB0D0525,2025-03-08 20:00:00+03:00,,5,2025-03-24 22:00:00+03:00,1399.0,280.0,,
AD48FF99415B2F007DC35B7EB553FD1EB35EBFA2F2F308ACD9488EEB86F71FA8,2025-03-09 00:00:00+03:00,,5,2025-03-30 19:00:00+03:00,1399.0,280.0,,
7B1A278F5ABE8E9DA907FC9C29DFD432D60DC76E17B0FABAB659D2A508BC65C4,2025-03-09 10:00:00+03:00,,5,2025-03-26 21:00:00+03:00,1399.0,280.0,,
D6D824ABBA4AFDE81129C71DEA75B8100E96338DA5F416D2F69088F1960CB091,2025-03-09 10:00:00+03:00,,3,2025-03-09 12:00:00+03:00,1399.0,280.0,,
29DB0C6782DBD5000559EF4D9E953E300E2B479EED26D887EF3F92B921C06A67,2025-03-09 11:00:00+03:00,,5,2025-03-29 10:00:00+03:00,1399.0,280.0,,
8C1F1046219DDD216A023F792356DDF127FCE372A72EC9B4CDAC989EE5B0B455,2025-03-09 12:00:00+03:00,,5,2025-03-28 20:00:00+03:00,16100.0,4025.0,,
AD57366865126E55649ECB23AE1D48887544976EFEA46A48EB5D85A6EEB4D306,2025-03-09 13:00:00+03:00,,5,2025-03-24 16:00:00+03:00,1326.0,133.0,,
16DC368A89B428B2485484313BA67A3912CA03F2B2B42429174A4F8B3DC84E44,2025-03-09 15:00:00+03:00,,5,2025-03-26 19:00:00+03:00,1399.0,280.0,,
37834F2F25762F23E1F74A531CBE445DB73D6765EBE60878A7DFBECD7D4AF6E1,2025-03-09 16:00:00+03:00,,5,2025-03-25 18:00:00+03:00,1326.0,133.0,,
454F63AC30C8322997EF025EDFF6ABD23E0DBE7B8A3D5126A894E4A168C1B59B,2025-03-09 17:00:00+03:00,,3,2025-03-16 14:00:00+03:00,5252.0,1313.0,,
5EF6FDF32513AA7CD11F72BECCF132B9224D33F271471FFF402742887A171EDF,2025-03-09 21:00:00+03:00,,5,2025-03-31 20:00:00+03:00,11726.0,3518.0,,
1253E9373E781B7500266CAA55150E08E210BC8CD8CC70D89985E3600155E860,2025-03-09 21:00:00+03:00,,5,2025-03-26 17:00:00+03:00,1937.0,387.0,,
482D9673CFEE5DE391F97FDE4D1C84F9F8D6F2CF0784FCFFB958B4032DE7236C,2025-03-09 23:00:00+03:00,,5,2025-03-27 17:00:00+03:00,1830.0,457.0,,
3346F2BBF6C34BD2DBE28BD1BB657D0E9C37392A1D5EC9929E6A5DF4763DDC2D,2025-03-09 23:00:00+03:00,,3,2025-03-10 01:00:00+03:00,1830.0,457.0,,
9537F32EC7599E1AE953AF6C9F929FE747FF9DADF79A9BEFF1F304C550173011,2025-03-10 05:00:00+03:00,,5,2025-03-27 13:00:00+03:00,2518.0,1259.0,,
0FD42B3F73C448B34940B339F87D07ADF116B05C0227AAD72E8F0EE90533E699,2025-03-10 06:00:00+03:00,,5,2025-03-26 21:00:00+03:00,4473.0,1342.0,,
9BDB2AF6799204A299C603994B8E400E4B1FD625EFDB74066CC869FEE42C9DF3,2025-03-10 08:00:00+03:00,,5,2025-03-26 17:00:00+03:00,2652.0,265.0,,
F6E0A1E2AC41945A9AA7FF8A8AAA0CEBC12A3BCC981A929AD5CF810A090E11AE,2025-03-10 10:00:00+03:00,,5,2025-03-27 13:00:00+03:00,1326.0,133.0,,
B1556DEA32E9D0CDBFED038FD7787275775EA40939C146A64E205BCB349AD02F,2025-03-10 12:00:00+03:00,,3,2025-03-10 14:00:00+03:00,2286.0,571.0,,
6C658EE83FB7E812482494F3E416A876F63F418A0B8A1F5E76D47EE4177035CB,2025-03-10 13:00:00+03:00,,3,2025-03-10 15:00:00+03:00,2286.0,571.0,,
9F1F9DCE319C4700EF28EC8C53BD3CC8E6ABE64C68385479AB89215806A5BDD6,2025-03-10 14:00:00+03:00,,5,2025-03-30 03:00:00+03:00,3909.0,1173.0,,
28DAE7C8BDE2F3CA608F86D0E16A214DEE74C74BEE011CDFDD46BC04B655BC14,2025-03-10 14:00:00+03:00,,5,2025-03-30 20:00:00+03:00,6858.0,1714.0,,
E5B861A6D8A966DFCA7E7341CD3EB6BE9901688D547A72EBED0B1F5E14F3D08D,2025-03-10 17:00:00+03:00,,5,2025-04-01 13:00:00+03:00,11623.0,2906.0,,
2AC878B0E2180616993B4B6AA71E61166FDC86C28D47E359D0EE537EB11D46D3,2025-03-10 18:00:00+03:00,,5,2025-03-30 17:00:00+03:00,6139.0,614.0,,
85DAAF6F7055CD5736287FAED9603D712920092C4F8FD0097EC3B650BF27530E,2025-03-10 18:00:00+03:00,,5,2025-03-29 22:00:00+03:00,9755.0,2439.0,,
3038BFB575BEE6A0E61945EFF8784835BB2C720634E42734678C083994B7F018,2025-03-10 18:00:00+03:00,,5,2025-03-27 19:00:00+03:00,3965.0,1982.0,,
2ABACA4911E68FA9BFBF3482EE797FD5B9045B841FDFF7253557C5FE15DE6477,2025-03-11 15:00:00+03:00,,3,2025-03-31 18:00:00+03:00,15928.0,3982.0,,
89AA1E580023722DB67646E8149EB246C748E180E34A1CF679AB0B41A416D904,2025-03-11 16:00:00+03:00,,5,2025-03-31 17:00:00+03:00,12303.0,3076.0,,
1BE00341082E25C4E251CA6713E767F7131A2823B0052CAF9C9B006EC512F6CB,2025-03-11 18:00:00+03:00,,3,2025-03-11 20:00:00+03:00,3758.0,1879.0,,
A665A45920422F9D417E4867EFDC4FB8A04A1F3FFF1FA07E998E86F7F7A27AE3,2025-03-11 20:00:00+03:00,,5,2025-03-30 22:00:00+03:00,4059.0,2030.0,,
6AFFDAE3B3C1AA6AA7689E9B6A7B3225A636AA1AC0025F490CCA1285CEAF1487,2025-03-11 22:00:00+03:00,,5,2025-03-29 21:00:00+03:00,3465.0,347.0,,
0F8EF3377B30FC47F96B48247F463A726A802F62F3FAA03D56403751D2F66C67,2025-03-12 08:00:00+03:00,,5,2025-04-01 13:00:00+03:00,7499.0,1875.0,,
65A699905C02619370BCF9207F5A477C3D67130CA71EC6F750E07FE8D510B084,2025-03-12 10:00:00+03:00,,5,2025-04-02 13:00:00+03:00,67542.0,13508.0,,
922C7954216CCFE7A61DEF609305CE1DC7C67E225F873F256D30D7A8EE4F404C,2025-03-12 11:00:00+03:00,,5,2025-03-29 17:00:00+03:00,2523.0,1261.0,,
2747B7C718564BA5F066F0523B03E17F6A496B06851333D2D59AB6D863225848,2025-03-12 16:00:00+03:00,,3,2025-04-04 22:00:00+03:00,19156.0,4789.0,,
6566230E3A3CE3774C1BBC7C18B590AE0F457BBCD511E90E3E7DCA2A02E7ADDC,2025-03-13 19:00:00+03:00,,5,2025-04-03 13:00:00+03:00,1731.0,865.0,,
38D66D9692AC590000A91B03A88DA1C88D51FAB2B78F63171F553ECC551A0C6F,2025-03-13 21:00:00+03:00,,3,2025-03-14 10:00:00+03:00,2579.0,387.0,,
EECA91FD439B6D5E827E8FDA7FEE35046F2DEF93508637483F6BE8A2DF7A4392,2025-03-13 21:00:00+03:00,,5,2025-03-30 20:00:00+03:00,3211.0,963.0,,
DBB1DED63BC70732626C5DFE6C7F50CED3D560E970F30B15335AC290358748F6,2025-03-14 03:00:00+03:00,,5,2025-03-31 13:00:00+03:00,5652.0,2826.0,,
D2F483672C0239F6D7DD3C9ECEE6DEACBCD59185855625902A8B1C1A3BD67440,2025-03-14 11:00:00+03:00,,5,2025-03-30 15:00:00+03:00,7211.0,1803.0,,
5D389F5E2E34C6B0BAD96581C22CEE0BE36DCF627CD73AF4D4CCCACD9EF40CC3,2025-03-15 00:00:00+03:00,,5,2025-03-31 19:00:00+03:00,1679.0,839.0,,
13671077B66A29874A2578B5240319092EF2A1043228E433E9B006B5E53E7513,2025-03-15 08:00:00+03:00,,5,2025-04-10 10:00:00+03:00,5295.0,2647.0,,
36EBE205BCDFC499A25E6923F4450FA8D48196CEB4FA0CE077D9D8EC4A36926D,2025-03-15 13:00:00+03:00,,3,2025-03-18 21:00:00+03:00,2148.0,1074.0,,
D80EAE6E96D148B3B2ABBBC6760077B66C4EA071F847DAB573D507A32C4D99A5,2025-03-15 15:00:00+03:00,,5,2025-04-06 13:00:00+03:00,1972.0,493.0,,
D6A4031733610BB080D0BFA794FCC9DBDCFF74834AEAAB7C6B927E21E9754037,2025-03-15 15:00:00+03:00,,3,2025-03-15 20:00:00+03:00,5252.0,1313.0,,
8D27BA37C5D810106B55F3FD6CDB35842007E88754184BFC0E6035F9BCEDE633,2025-03-15 15:00:00+03:00,,5,2025-04-02 21:00:00+03:00,7099.0,1775.0,,
DBAE772DB29058A88F9BD830E957C695347C41B6162A7EB9A9EA13DEF34BE56B,2025-03-15 17:00:00+03:00,,5,2025-04-03 17:00:00+03:00,3874.0,969.0,,
2C7D5490E6050836F8F2F0D496B1C8D6A38D4FFAC2B898E6E77751BDCD20EBF5,2025-03-15 18:00:00+03:00,,5,2025-04-01 22:00:00+03:00,2105.0,737.0,,
D4EE9F58E5860574CA98E3B4839391E7A356328D4BD6AFECEFC2381DF5F5B41B,2025-03-15 21:00:00+03:00,,5,2025-04-11 22:00:00+03:00,6152.0,1538.0,,
D6F0C71EF0C88E45E4B3A2118FCB83B0DEF392D759C901E9D755D0E879028727,2025-03-15 23:00:00+03:00,,5,2025-03-31 20:00:00+03:00,9281.0,928.0,,
5EC1A0C99D428601CE42B407AE9C675E0836A8BA591C8CA6E2A2CF5563D97FF0,2025-03-16 02:00:00+03:00,,5,2025-03-31 20:00:00+03:00,5553.0,1388.0,,
BE47ADDBCB8F60566A3D7FD5A36F8195798E2848B368195D9A5D20E007C59A0C,2025-03-16 02:00:00+03:00,,5,2025-04-11 16:00:00+03:00,35622.0,8906.0,,
0A5B046D07F6F971B7776DE682F57C5B9CDC8FA060DB7EF59DE82E721C8098F4,2025-03-16 02:00:00+03:00,,5,2025-04-17 13:00:00+03:00,3874.0,969.0,,
1D28C120568C10E19B9D8ABE8B66D0983FA3D2E11EE7751ACA50F83C6F4A43AA,2025-03-16 03:00:00+03:00,,5,2025-04-01 14:00:00+03:00,6152.0,1538.0,,
EC2E990B934DDE55CB87300629CEDFC21B15CD28BBCF77D8BBDC55359D7689DA,2025-03-16 06:00:00+03:00,,5,2025-04-08 04:00:00+03:00,6044.0,1511.0,,
05ADA863A4CF9660FD8C68E2295F1D35B2264815F5B605003D6625BD9E0492CF,2025-03-16 07:00:00+03:00,,5,2025-04-01 19:00:00+03:00,1980.0,495.0,,
