hash_placement_id,views,clicks
A4365BF971D245F1B76A3BFED6A5B1F5C8D91D7CA6B50EAC327DE6A0F6A0FDF9,84336.0,149.0
BE9BAE4A8AB79CC5676339E61EE4416D54000A1EE3579D7FD423D7B6F8031CD7,10711.0,4.0
B9FFEFBD453C67E0079A70CC747945CA732C03B969646E052162B1735EEB188E,14112.0,2.0
26CC435143C4926972D65EF8B6C331961613270CF4801A2EDE45048E8D9A0012,3896.0,0.0
40562723D948C58B6E6D93624A6C705AC658979A8393114D06F0C83996E93F37,46966.0,0.0
BCEB23817842147251937253B51177D318964C24DA2BB0654C90F83AD1B9F7DC,37944.0,0.0
5A8BBD7A0887DFCFEE9CD1F97E7BA9E568741CB632F3121B5B7D4F3E90E85B79,4372.0,0.0
9ED6287F5B7586AB7DE73F6D3B10944A74A71C3BF543A1626C5C41B0C65DE696,1333.0,0.0
183E32CF2AC65B1E2E56BF120D4C223FDE7DEAD0D3A3C5A42B8FA5D1F8217B26,4031.0,1.0
FEEAA8FB5566C3E29E82FC83775C94C42867DCD1C1C7CECBFBE8CC44DE0E982B,74952.0,1.0
6FF0AB1EAB3783DA6547A924F62CCD30180A62C49036A44FED4194E9E153F54A,31525.0,1.0
56533080816ACFBF988D15E31399B7BA108B2E525ABC68387256075D6F8D2693,3235.0,0.0
D745776A3674377A25E2BD167B935B7E9D1A51B8FC287DFDB7F5E7A13F6C60D9,71712.0,2.0
18D603D983E4BDBFBC6783A74882D89B2AABE9F6EBEB20442876454F04D6A5B7,598.0,0.0
3FEDA7BE6C1727DE2D072360A9C63EBABAE31E88DEFE699AB450F825D90AA83F,4089.0,0.0
593B0C98270CCC0212A5A4E9C9B1616C15EDF0FC695544742F8DEA59D4D3FBEA,17189.0,0.0
3777F1759BB4260F8A0DE05CDE8667447B3EA629CEA5CDCC8BE2FD70C247C21F,16843.0,1.0
46A82F6CEA327120A76995BAF550F25743FF5F3F5BBC983112CA4B872A7EB538,10669.0,0.0
03B07CA887EDB311BF70D7DC51A802539C73A404A23F3A2B08CF5E7A04128336,252090.0,993.0
D1821593BED0C8649B1AF145763C5C7A805F5F6A1B423842BE1AEAB4A1F30A6E,5460.0,0.0
FE5C0739E14411EE7CAF64EC206B8282C91109AE02156E1C3D89CFCA47FC5EE3,87416.0,20.0
8AD82E9BA58D61D245EF487D43AC53EBB3FAADAF39C9F408BB46BC1745611A59,68761.0,0.0
BFEB4FE71A02B5C02749E057C8976F950C89D1BE3F33D6FE51340E9AE97DDB38,9121.0,10.0
7E3AB82D79BF20CBB93737D2A9DE1C0CCF38EE9DFFECA7562C46BDE27C27415A,7006.0,0.0
28E65F40453C9A9F2A28E47810209F2666F197C8F03F10529CC277FE6007B9EA,5782.0,0.0
43BBA4BBE4735AF2E22331B60A88FF37608ADCDB939E0F05D6C7E1238EB6E37D,15072.0,9.0
52DE59A85751C693BF0EE7C638138DF3E916EC2DDE79804710D56CF90F95575D,34406.0,0.0
39DD4375D28EA9463A762E582B7E9F4001F941D12F3F935270B213FA20C64FDE,12298.0,3.0
C0B802922272A3805A69D19E2247EA568F972D9B40731EECF7003821BC7E6909,26480.0,0.0
5B64147D2864C61F08BDD4FB85C70D4D26E2B8D7774DC20EDABEB13C9391C327,10996.0,7.0
18C1343F96C4D1C5A4294372C01BB88587FA72BA58E88EB085C3FA1FBF818818,4306.0,0.0
AD7DD1444E4E74C6DDAF29192A363CD2CA6F729160E4159EA0EE13A92D94B87B,476.0,1.0
23D16CCD3DA4B54153B75165FF00EE2306849C5146C1BA4E8F8773FD4714D9A8,29931.0,9.0
73FB414A41B85D145CFB030A4A68A3F4D8BEDA7394E10EDDA54F2BCAE03A0EA2,3818.0,1.0
90F704E2493CAC5F7E059378472117C1944B59497D4278957F9DE34ECBEFA238,40993.0,1.0
41B9DEC22FD207C1F67C9F8CD0EA07AD070B5C0297C7E865AD01E5E6B6D58635,4257.0,0.0
3945481421D89B18B594867644CEC8E2D81FD64E5D5CBD599EB7DDBEB95CCA53,5093.0,6.0
5D36C555E68D091003F1FD3425A43C14B32646A7566FD6D0C440D43D58CEE3C3,27640.0,1.0
BD5FFA6790C6D79202AE392BDF550B89A2DCBE16183220AEEEE0FB2804DB532A,60908.0,138.0
875DA01C61FE6A80AA215A170DCBEBAA7CA2DE59DA250C4A3DE113D854A04B4D,2087.0,0.0
1ED3A2D918984FE6B2886FF09601037D31BCB3F78FD5918C149A843B1A24C4EA,1904.0,2.0
5C85A94F6FD18BDC06EC13864F1D818FDD3D48C05B2E14ACDEC5133E77408264,47690.0,6.0
34BE1021B378C5701B4DD1430970982E0DBE72B3B340018D7A9B65939881ED7B,4140.0,0.0
DBCB6E8918DB25E2D26AD5128ECA1D8C2EB240D364C8E0C311AD06E15D491470,393.0,0.0
00CE3A1D8B75BA8E760A0A2A4A9AC3EE61548A590F17BCBAFC8D6A5014107C80,8558.0,3.0
DDCC2859C3087DF591095B2D06238C4D46A12BA0E6C155E161FE00CBA0F9C62B,58428.0,0.0
02F04A15ACA84EAC03DDAAFFE435469D8E51A3D38A2D66D328C9153A62E2AE88,11074.0,5.0
53860E5BFAE89DD87FF68FD722A67BE118450D77E630129AD7092F3F1B8BA8F2,58405.0,5.0
F0BC5E174EA4470094FE5EE1ED95E2B9458BD71753109EF3C9ABFA3DD59B4929,29548.0,12.0
EB7D54A959B6EB1FE025D4F05A976A1CB2AEC5DE32262E3A62BE8ABC356994D0,121555.0,0.0
B6F4D075383D56A2EDCADE1C7C5F25CE04F30AEBFA74A9719D34E3703B8458DD,124930.0,21.0
640245C4BD97413D5376AA7C1BE87533B42F746A32B21270DB69E3AF20CCDC5B,38667.0,2.0
E1FE61BEEE15F9D5BC2FEACA4499435A25DD849943154347AC6792F45C800904,16310.0,0.0
177F10CB7494A2776A6A750EE5E2B436051A6E80F902692E1C6F365AEAF89DE6,75298.0,13.0
6D2387621407B541466DD21FAD4C324E3BFCABC843C849CD311EFB4DB92A8343,91448.0,17.0
28635C660DB482F7C69ED62C50813795D684D28D7922ABCF1CD08B669CCBCD52,26356.0,0.0
C25E7A8F761C3058B39FC664ED59A2F298F2C70C7C4842B323854492FB163CF7,6748.0,0.0
8905AA83112EB5FC7111138E250C449135BF78A7F6D93502047E397400B3C857,52118.0,3.0
E37E4BD373A08B179ED4D4EEB8F80C300548CFE7BC15E7F2A02AC2E202E18ABC,13518.0,0.0
7724CACB5AC2713BCE428D3E120D7EAB344E21A81E58AC5C700291FB71A6D063,64639.0,4.0
0E1BE4ECA7CDAED6B7378219AB374F70E5606BA7BAE9CC85128F17AB6B736DA1,14606.0,0.0
230BB60E8B1634737B9F46EA32E08EF4B41B0E4204A19A0D0EBB77F3EC60618A,35456.0,16.0
9BB166BAA915C493B2138CB4F3D78EADD4311CA245AA84A87BF97C930BEA4B02,26887.0,13.0
60FE14DC681FB1FC659D64A82081DF3BFFAEE1D98207AE01B57A62333E27FAAF,20023.0,0.0
80952C2259C60C3B95C22A158106E5B152C68D0DF93AB0BD15EB46A9C12A49B7,52325.0,7.0
3D8A1E2D3CEF73A1754F3A2AA87F87F7FE74269E7CD8FC7FCB89B2BDD0B6EE86,9332.0,0.0
11D01EE81EB5A49CCEF4E8FCFDF626A8654F96E569C9301EDF1AF1715470040A,10021.0,2.0
FF5E7CE1F064744FD990752DA5587EFB0B5335512FD4572015C20E0E3A99B0F4,4928.0,0.0
CF08184A989D2ACBF9E493542E7E1E6D3E58853DA80BD90E83A67816F24E0485,186592.0,5.0
3AE0DF6BC8B4589BDDE6465D643C00BE7B09523458C66AD76B30718D9EE12B35,13156.0,0.0
DECA4A03814C2533EFD11BC8DFA61FCE410FF9A7520DAEDEA366946074DFFBDE,3650.0,1.0
9ADA4418BE8D8EE364A06B0A4A51B2599F33AF634E2808A2AE6FF94973F35BDD,5555.0,0.0
2260EBD45CCDEFB593E358A04371A12AA970D7988A999AA2254D5EB49FF4433F,12254.0,1.0
F5633C2ABDA78981CD0724FE13EEAB3274753E5691003F3469212B37CD4A4A46,3609.0,4.0
76FAEFBDAC5A1BA5732E5BD6821C83D6C79882E4481E767E06AA1DB5959284A3,31083.0,5.0
7D515793DE41F4A1E80CC097F19223BFAA44C2D161382C669B9B7EDC2B5E3280,8977.0,1.0
3E4BD3FC8A98B95B3DDD7C23336379712C5D81E60C6B64D7977B9831C89AA82F,7673.0,1.0
6E72BD1C6EE2A31F5671F17F96B7E5B92C4E15ACACDD7E0E01623396F8907944,2188.0,1.0
12221DA4164B465F09D438BC0150C55B0E1E6777121E66DDAC86056FB887A515,3003.0,0.0
D0604EF06818D2EF1AF1A3BFA621FFFFBDA5E44C3F83FF39AF423D1690DE7364,27035.0,0.0
9A360F004BADF7F9D42C997720AE949C44D9B37084EBE1992881D8C6125B064B,14364.0,0.0
8A6B139C4714758088A39AD951934F54353FE77686DBA8867431BBB98B4BADEE,15648.0,0.0
690B51ACBAA9C5EDC85FE19FFA764A760EB91126F8C133B2B496243540450EAA,1483014.0,75.0
0C35C92D391DCDAEADE0F4700EB0F418FADBFFB37005D93D1B1654F2C5EDEC82,39238.0,0.0
05BB2931A81DC2D13A70D8F46AEB8123BEA0BD8F94963C31C5A0732496993EF4,355417.0,48.0
87721F972F332682A76B8358858CA99BE8E149D622A171C31687FF2852C1387C,19880.0,14.0
62415C9BEE9C5CBA2F2F9E1BCE9B5504F3CFA89EFA498B64D4E5DF628A4F994F,32392.0,0.0
62FE739825059F3098BCDBA9E0EE2D62B18C24B8BB98DBB385551E9A04526B3C,15446.0,7.0
68C5969DA360A3F53B2EBE67CD2CCE260C5EBBF335B4C73E3BA8B5FCD2A957D6,16104.0,3.0
801995E1F2F648D2274B3C60C7A49A837612EB1955C708C39902F8F721E6F45A,44559.0,4.0
68CA658D82787EA30837BF7ECDBDC24C3FE1E7B9E43E9DCF7B8E5F3BA18BB427,23205.0,0.0
00EB916CFC8F49D9323D5C3AAD67A412AD6A4725C418CF7A24149A82879F1C66,33956.0,5.0
2D9CA746AAA4B7B1E5FC1F553034F76E94D01FB18183F81649B096712F78F281,3739.0,0.0
227F68C7319C309AA006692F929B5D01BA0F079D0F5AE0CB865C6CADCF3BC3C7,14851.0,0.0
6EC585EA7101E9DF3F6A8E96CC81CDF2422DA1107AC16CFB75B63EE12E1BC312,15162.0,2.0
95E7041548672B0DFE34D651A53BC6FF62038340BB8655F5B1F87EB4E3FC699F,11105.0,2.0
470B1AA3A4596E1971FA058BC84D527EE6449EC388E94B38E4C2CAF7B2D38963,2988.0,0.0
DB50FCD0A401C2E4EFD803BB68DA4E91E4145548C5330D0F006C2D43332C6AEC,9694.0,1.0
2A46B843854E65A77640F4D4CC1D22D9C2208C1E1DE1E53A38D597762789E028,26614.0,11.0
90066941D08E068CEF218F7146550D20BA212E9749704578F3B4C5C7C5DA06F8,5825.0,0.0
815A10965E85D77B90665EC773CF306E5F20E228CC61F59C42DAD15E3FE29290,9811.0,0.0
C0A385AC988F24CF6F95DD34146D36A4667A489296850FB3AC5D21EFC5EBC1CA,2654.0,4.0
BA952D23F147868C9E90A06CFD5BB84DEAE0C31B5508168C9475852093A8A1FD,31599.0,1.0
6D7C16FF352B32DE8A02DFDCE3FDE11E26A47FA4467FA5601CDC6F989CA2BCD2,11915.0,0.0
181F86A50B4F04C6DE07AA354807EC8D10D2BFCF78D7ECAEB933DEA0DCAE6150,27191.0,0.0
C6BD1FBA9FE9C4A914AC73562C79118BAFE3A0A024C1C061D509DE7B96E0DD88,10219.0,1.0
CDD86649932E08C9D2BA5524219E65F7793806A2E04663C2BF50798B59E77A9A,19495.0,2.0
E56CFDF71126227EABDF94079D4BC09DFDB7C03215E249428C0F04A385C43AC1,214.0,0.0
4C5F602BB8FFFF4AFA037C3D1ED8606B3E547E3577253201C28EF36F808FF085,2211.0,0.0
EFB092E03612F568901DC7504B50A6C888A3B0734F7AD9E8D6B43EA2232B1124,9437.0,15.0
EBB2BD83D81F8DA58BAD1726E569D29417B9373A1A563CC5EFF909E63A56B8E6,24133.0,7.0
F313EFFF098AD72D32DDA431DFC20F8EAD21C09D23B2A26330C2F7DFC0073ABF,17107.0,0.0
5BDA785199D6FA0882FEAD5B6A5080484303C3FD90109ED7ECB36FEE6F056F5E,32913.0,4.0
19ACDBD761721F9CE92B1248FB8B475913EE8B16EFEFB29EEF6FE16C198F6199,18852.0,0.0
45EA9CD3A1B596EEB59C7C11E7AB9B421A08B8ED0EAF4D7DD8E5FE8E3BFE9846,18416.0,0.0
4B6F31E76D9750C894713C34B1AFD0AA330CAB2BB06652347D1B73EFC3AFECCD,5666.0,0.0
4E9CE3B67C9EA0B7697E60C7801DF8F9C899047B65D4605D3F20598D7DE0A2E1,25284.0,0.0
F3DD88A335C6CA5DFF205E0FC9FA9ADAB853DFBBE464725265B61760A6506602,923.0,0.0
E79E9D750A73A5E5D0B11F4370916ED1B83F90349288A7A3FD3D285521DE5837,5601.0,2.0
28D1555EEC4A22F9ADC795E470B5B64B55EA7C3D72FC9537D45A671943ABAE77,7286.0,0.0
A2170F3D3CA161D6C72618C3DCEBF5E7178654BAF61EF87E69D7430EE7B7F92B,54922.0,5.0
309F7E731870650AC03D4ABE83A87601573863C174D0739D0FB131443A8B49AB,7375.0,0.0
B57B7AA50D4C41A329850CA056F6A055726B844A717E42B31DC3F70919B94A63,77945.0,4.0
26479677D11644F9C3F53BC3DB08D2D9927D6CCF5A5E4EA76B0685AB615C52B4,35063.0,10.0
CC3931CA995967A0B23A58ACF5838CEC7CFC432A0559BE42FF8AAFEBBD31114C,6901.0,1.0
F586B9E97619BB0FB0FE7DB47CA68A6A303B1ED412781360F4517DBBA436E961,10175.0,4.0
F2E1CE13D0A2DC2660BB7DCE7A78FD64BA79A7A9A661C0644B3576056395C613,2173.0,0.0
6A083838977411DC9068619D9224124488AB75EF42F1EACE936929F619B1D4FE,34245.0,0.0
45BEA171F68E653605865F95B8974B060AAB9512196F550207034953E652DDCD,10826.0,0.0
B55A60C09303B02E08386FD9AAB25336A20FA744547A68586BA05860628E128F,38563.0,0.0
51AAE041FC676A5104ADAF24889C4C25E65F7784F3D073035E16E1CC6D91F00D,24664.0,0.0
78BDE1613C07F208333D23838936AE05A47B10FF2196ACB20278E17D41D40178,3030.0,0.0
4779BC407343D916C5A4F6A996174046419BDD87CE6C609054DC8788B3DFC233,1956.0,0.0
AF859672A5EDAD4A46D4E7E4F3C5C98FB5B2530816C2A69B9682C923DF13B931,1586.0,0.0
5155D41F28A7F2EB61B037018BF8F5DBBDABD43777585E483025D2D59453902E,4927.0,1.0
4EC9599FC203D176A301536C2E091A19BC852759B255BD6818810A42C5FED14A,70988.0,8.0
CAC0880FEC38BCE503DFA83DA4D2D1DF6208A7D8E0B43CE9750B81F76FD5D063,94352.0,1.0
5427DCF460C5D5AB570BCBEA140112C88E591A682067269907ED333EBBCF6E62,28981.0,0.0
9FE23E26BCDD59C07F2E8BFEA032450AA6632FA1FCD8E0E70D373B667536E9FB,21938.0,0.0
CDE7E1936D9FF2400D43E997554A2781F4E52DB49A351FEBD78ECB3BC62231C5,40470.0,1.0
F0D815BBDD4284F50899530C56D159DA17F76CDA697B9622521EE8FC47CA7B82,15595.0,0.0
51C63B590BA4BEBD747361AC9A77B866A776FCBF9A1EC6A5913BC98F39562FD9,9024.0,18.0
4F821408BD64857FAE8208CB2A25A45F2944C9EFE96895A05888242B5DA993A7,9047.0,7.0
DD1C8AD90C234473B24C4C95DA651D5BE3F3C6E3FA336D387EEE155A44440596,49116.0,6.0
DC3D58317A37B14CEA41C07E047783E22C8555DCE9FEAAFAD6DF31D1F4A6D678,10769.0,0.0
69A9F6B27F996CA0841825048DE1E085F407A2AD4EE76C2FF9C2CCD2395F9856,12219.0,0.0
97C67E86CDAA768C2141F75206271032B821D18EB0211E9F8C8D89683F2DC725,3976.0,0.0
DC55C2AA0C272A075A126F251AF66FF20EA08C072B578A3ADEF2F24BC8CA33AB,1716.0,0.0
8BCE465DE308D1DB5750EC797FD4E6C4766C4B1D7972D055D0F057AE5C03F622,16457.0,0.0
215A2B1C6369749DFAF6803E7A90A8020631989E83820E92A16520BB2CC9C6CB,10303.0,2.0
5845D0B0674D512BE24DA2EC423279E502EA5A1246B9ABEEAC69BF2080DF0A1D,14063.0,0.0
853E83311298AD541AF602FC1996FB8D8901346B13BAF2250046CAABB13BD9F7,9211.0,0.0
A69DA28F7D9F84A328C07DCB2B96A31D9571DA099D97AD10A7BDFF4DF502B9F8,39103.0,0.0
8AF03DED1837868DE346F9E30DF990B8B5FA778DF044577770AC9F0C9902D1F6,14056.0,0.0
CE9C6A9E7F39364BB20FA21E71A7BB50CFB6A4D1B32E478F9CCB10BABEA079E8,15002.0,1.0
E44B844ED371EDA535958EE2A34B141442F67483F6B06863F33D04535EA63763,30313.0,6.0
5FC0C22AC58C0020F925EEE33CE423A48A0851E67DDBFF6325EEF691693002A4,15142.0,1.0
409B0EC03AA86A60E0C35DDDD03C30EBB6BB3FB562570F251E170768BF56D44E,93695.0,34.0
44DB869C68D1A02120C34734791DAFF798307AC054FB3199FA007B03115E7480,44366.0,0.0
A5CAD70C2BCDAAAB16F8C9C79272B741B3F79E3F928A62798D1DA3342691C4FC,538.0,0.0
D4F819CAA874F852F176016076B8B09A0EACC3F90409C87292554335B45AC3EE,9582.0,0.0
EECAF27B183B049CC9E2B549B8521AB09369E9616B43A6BE604BB9AD9FCCB757,26349.0,0.0
D2914ED4BDE3821C44B1B50B242699094EC41ACF0111028A9DDD49AB54564742,4593.0,0.0
A5E13A4180B8CC3973E87BE3B07616197930BD9EE5A7CEF1856404342FB60EAF,10765.0,0.0
15C28A498E592070D1C3A293A28CA310C69D1396754ACC4FE1127CE1DCEC19CB,3168.0,0.0
FA3FF65C1A1CD6E3AE3ACE58A2CB7480EA3B26EDCCD001CBA378CB6CCB9A6605,32707.0,4.0
A20A2B7BB0842D5CF8A0C06C626421FD51EC103925C1819A51271F2779AFA730,57403.0,6.0
012B6C120AC9351E6CDD22A0D17C12A36977116104A8DCB2045741046B4EC014,55111.0,0.0
998D1538711C532C97567B31C736F6C5BAB7A43C7BAE032088A7F5ABF6724FB7,7265.0,0.0
0C7FD38D4BECDB562BF91C67D412165996E9D0BCE97026535CF66BAAA79697BC,38884.0,1.0
9FC01315BB5C08A4F9C3EF53890628FFCFEBAE9DB93A88D3B1A713C737C03B56,3422.0,0.0
F596DC40B19F77EEDE697E09E6B240DEFB8A9FA20976531511FC3DF92030B772,30332.0,36.0
32BF589EDFE4FE2ADAE3D9A41D913EA42F5EEF2819C679E1EEA49D64583A2A74,18232.0,0.0
EFA5D62A1F05532F2419C113A21BD9B9D5CFCB57EBFA044873EBC346B3B4A34B,1733.0,0.0
B60CF52CDFA8A562ABB13A38B953F15B7C5D1920DC0A60642B24383396709ED1,878.0,0.0
FB5EAA2634CFD874D142ED9C4C402CD2F491DAB84338BBB6C8E2308E060861D5,39914.0,5.0
5A13D086B7B675BD1BE257007AD58F8482CAB5347C429FBA2B797375FB14A097,10378.0,7.0
D250ED9B6BD4F7306A14CE98430D45ACE9D1BBB461B70BD2D05BAB55D831ECAE,605867.0,5.0
D78D33AF2FFB2AADBAE30935291BB8FF9EB4B72AD17E0E0A2C941C3A70D0024E,3277.0,0.0
018B67AFAC1B9DE153761077AC8912C731AF229716BA3FF932B29CDE4A707E90,17956.0,1.0
9A1C75B2498EADE76FD4D2D8254ADA78C0B8A29772A1D9F67275243F7B74149A,106201.0,0.0
A654F035777146CB94FC169AE6C2FF9E514D2E17A1C53D7CEF1852E97C40BED6,5897.0,51.0
20BE6C76F0F9E2BDA3ED838DC81BF0A7EF67972D4CDB2B6D47B5FC016668FFF5,20705.0,0.0
335B265A0CA7C2C73935E7C623798519FD3FCE32859EB37347BB0722A2F54B87,35970.0,2.0
C1948630C2B8913831DBE9E4D27D0CD363C52B0CADEE5E6A0EBA5C33D372869C,17912.0,0.0
EAF3A2DF0FC44D5FFA9C2F38D75D954C219BD294A2AD677F29F4DAC54FDCCC1C,40979.0,0.0
66ED5967BB83063E9D1E5C21D4B3A81AFA344842DC2D049708597F47F3256519,42192.0,4.0
D6051CCCC284524BFE63C6C37AD06B0EAB4BA47043AA92EED43AEA7F34EDCAD9,72066.0,6.0
296083DBB17E3445351976C6B0AA8823D91A2C30ECD83B4ECD811CFA98E7C02F,1137.0,3.0
8E77920867D6B1506B1DB2E0BD65BEFC5F3C0D7D2677D578C088B13610F24FB2,28185.0,3.0
3F4545756245AF8B6DF2244E36FDAE26683024DEB944CDB41B87E2C0635AC2F7,70867.0,9.0
C0F3CAF99335C33FBF0C7DF457D7E7CA7EE54C5E1D846C2DCD50D7A958F49565,77927.0,0.0
9690463A9B39796B7F38D97CB7A5F62EAEA6496B3F7EC2CD65AB8987765E7985,28409.0,0.0
50841FCD1E4300CFCC5DBEABE8232CF16982A07749CA53B067CF28822D254D6C,76658.0,0.0
98323DBF2A6475320FF6647E98756498F6F5540286FC9BC717B08C4DE1112330,41255.0,6.0
B4A752B99BFEB75F859DE820A910C97B319896E7B1880170CF2947912DC0CC6E,31718.0,0.0
860689AF631F1BBFA7F200B49CCC3BE76C3722F020C3D25D09AED4C0F190AF57,11861.0,0.0
387993DFC3759E4C3AD486860BCE4890270E712928178B113E9C5841EBD4DC5B,38497.0,1.0
24E659874EBC640F7FE3E9034C4D868B590443EE1038A5B2C5478A5C27296742,61172.0,2.0
2B3ACF19E8B26365C1737C877FA4268F327313404ADDFA42D430EFD6A52B27CE,15256.0,14.0
DD74FF4C3CF85F633B6AE052B68006B3F42FB3EE05FAF51CE4C6BAD867865F79,5074.0,22.0
828B9828A8DFA2245D8ED67D016A36EB32DC083F5E1A3FF66A97FB96A3F44269,47527.0,1.0
E8A00E30EF19D451BC40A51C6E33218F1F900CB045768B2C463EEED3335FCCBC,14693.0,1.0
D3E1B095939C82E6719130AEA925101A9710752D8D81B25B5E03E8193F52A615,33810.0,12.0
376391369020153550297B6FFBA676848CA351B7D18F8AF96F287DAE13264496,125213.0,7.0
46ED6D778C294E844F2B0B346F945A5344308E5C21C8A135AB14B8B8594CDA51,34559.0,7.0
0C280BA953D568872D9B2C65B0D4424513596E1DE998AB0AB18D156E33ECDF41,3076.0,0.0
2C3655D87D86463592BE1077E480B204D28E3D4CFA4864E74F16BD45134395D7,40247.0,6.0
0DB1804A6BEAABD4686ED1F9A9763427DF438DAFE97E3A2A761E1DB81405F538,4852.0,1.0
9202E9FDFF409BDF59F38FF72334168ED4B60931590BE97EA0CA9F7ED7CD5518,1407.0,0.0
3400781C1E259A848F476B9B88B44CD8C9EED09F94A0A15991C6936A0EE22C60,14262.0,0.0
2502B2DC9BC65B9B04F21EAF0B57D8E92E54AA29C62233F7B657F221305B636D,32795.0,109.0
A6F7AE24586E62288AFF241720FF8ACDA8460C5720BEA8FE30F25AE307DD7ED3,72512.0,29.0
EBCCB0703A03FA6921E3020C19C3A34165238644A296DF6B1E112B3E76620883,9169.0,0.0
F2725B990B3CAE4C22277BF296CA291071F53582D9870AE0CF7BA3B32745AACA,15866.0,0.0
CBF089651167EDFA8BC3CA55ED3454EF910C4A9AC29AAC9CA94660B968A02285,3646.0,0.0
9DEF6F9781FBBE373F4EF47781FC8FD3B1B78CE6503FA4B2AF9FB2C25BF5AA38,3030.0,0.0
27DCE682E1AD2F2106BE21D27E8025DE5DE7EE65CECC737D4F27A33AF4C29A8A,66830.0,5.0
7973A066DA2B2393985513716B8222792F423A40C0D679D1012898029FA583EB,2559.0,0.0
40DCBC1C876FC50A6F1FADA833A91038EF62A21666820629EE391B3B5FEB3086,29933.0,3.0
1CFAFFF6D51A03662B85B93DC3417F51687034BA9A46682F5328257EFF7133ED,258744.0,13.0
35A99A53FF1B46F86A14A375742DFD7FEFFF96A8A2E9C4BCF0FE3546C36C9520,10287.0,4.0
B8C3DD0A08F7962EF16DEC8644815F9529032387509A8874D063D61056DE0393,20138.0,0.0
227EFCCE3F1A801F3EFF2055F6DBE5D10B0C3B400D54F43F5BA7B11D9E783B4F,42447.0,0.0
8A164487583B2DDE18B5A703891961F037A378B7DCBB1CDFA83C5837C3C51608,48198.0,144.0
BC5F95869912947C0AB4B91FB723B17F27327558626262CA704CFFE1CD044835,8061.0,18.0
A5242286A210DB3078B8AE6FAFA2D1669956BC4F155BC79B480026FA9C8259F4,26716.0,5.0
06AF9B2D4214E8FFE62C955483E214B7DF92646677CBDA99E76ED74BA6897146,7214.0,4.0
41C8FA7D060BADC5618A28326DC00CF07E1CE22A79A94A1FED94F271D3127447,25252.0,0.0
